nim,fakultas_prodi,smt,ips_smt1,ips_smt2,golongan_ukt,status_cuti,kode_wilayah,asal_daerah
2116011007,FOK/Pendidikan Olahraga,2,3.36,3.79,7,2,3,"Kec. Tegallalang, Kab. Gianyar, Prov. Bali"
2116011067,FOK/Pendidikan Olahraga,2,3.1,0.0,1,1,3,"Kec. Merdeka, Kab. Karo, Prov. Sumatera Utara"
2116011085,FOK/Pendidikan Olahraga,2,2.27,1.03,7,1,3,"Kec. Medan Johor, Kab. Medan, Prov. Sumatera Utara"
2116011113,FOK/Pendidikan Olahraga,2,3.2,1.13,6,2,3,"Kec. Kintamani, Kab. Bangli, Prov. Bali"
2116011122,FOK/Pendidikan Olahraga,2,3.68,3.1,7,1,3,"Kec. Ampenan, Kab. Mataram, Prov. Nusa Tenggara Barat"
2116021002,FOK/Ilmu Keolahragaan dan Kesehatan,2,2.05,1.0,3,1,3,"Kec. Bilah Hilir, Kab. Labuhan Batu, Prov. Sumatera Utara"
2117011007,FE/Ekonomi dan Akutansi,2,3.95,3.82,7,0,3,"Kec. Karangasem, Kab. Karang Asem, Prov. Bali"
2117011008,FE/Ekonomi dan Akutansi,2,3.24,2.86,6,0,2,"Kec. Kubutambahan, Kab. Buleleng, Prov. Bali"
2117011010,FE/Ekonomi dan Akutansi,2,3.66,3.77,1,0,3,"Kec. Klungkung, Kab. Klungkung, Prov. Bali"
2117041141,FE/Manajemen,2,3.78,3.77,4,0,2,"Kec. Sukasada, Kab. Buleleng, Prov. Bali"
2117041181,FE/Manajemen,2,3.48,3.44,6,0,3,"Kec. Denpasar Utara, Kab. Denpasar, Prov. Bali"
2117041269,FE/Manajemen,2,3.63,3.94,5,0,3,"Kec. Melaya, Kab. Jembrana, Prov. Bali"
2117041283,FE/Manajemen,2,2.86,3.69,5,1,1,"Kec. Buleleng, Kab. Buleleng, Prov. Bali"
2117041301,FE/Manajemen,2,3.11,3.76,5,1,1,"Kec. Buleleng, Kab. Buleleng, Prov. Bali"
2117051038,FE/Ekonomi dan Akutansi,2,3.8,3.91,5,0,1,"Kec. Buleleng, Kab. Buleleng, Prov. Bali"
2117051048,FE/Ekonomi dan Akutansi,2,0.53,2.79,7,0,3,"Kec. Kabanjahe, Kab. Karo, Prov. Sumatera Utara"
2117051111,FE/Ekonomi dan Akutansi,2,3.86,3.79,7,0,3,"Kec. Karangasem, Kab. Karang Asem, Prov. Bali"
2117051124,FE/Ekonomi dan Akutansi,2,3.81,3.67,6,0,2,"Kec. Sawan, Kab. Buleleng, Prov. Bali"
2117051250,FE/Ekonomi dan Akutansi,2,3.39,2.38,5,0,3,"Kec. Kintamani, Kab. Bangli, Prov. Bali"
2117051258,FE/Ekonomi dan Akutansi,2,3.66,3.75,5,0,2,"Kec. Sukasada, Kab. Buleleng, Prov. Bali"
2117051276,FE/Ekonomi dan Akutansi,2,3.64,1.31,5,0,2,"Kec. Seririt, Kab. Buleleng, Prov. Bali"
2117051281,FE/Ekonomi dan Akutansi,2,3.2,1.13,6,0,2,"Kec. Gerokgak, Kab. Buleleng, Prov. Bali"
2117051285,FE/Ekonomi dan Akutansi,2,3.68,3.59,5,0,2,"Kec. Seririt, Kab. Buleleng, Prov. Bali"
2117051295,FE/Ekonomi dan Akutansi,2,3.94,3.73,3,1,1,"Kec. Buleleng, Kab. Buleleng, Prov. Bali"
2129101026,Pascasarjana/Ilmu Komputer (S2),2,3.16,1.34,7,1,3,"Kec. Gianyar, Kab. Gianyar, Prov. Bali"
2211063001,FIP/Pendidikan Dasar,2,3.65,3.8,7,1,3,"Kec. Kramat Jati, Kab. Jakarta Timur, Prov. Dki Jakarta"
2213011005,FMIPA/Matematika,2,3.67,3.24,7,0,3,"Kec. Selemadeg Timur, Kab. Tabanan, Prov. Bali"
2213011007,FMIPA/Matematika,2,3.81,0.65,7,0,1,"Kec. Buleleng, Kab. Buleleng, Prov. Bali"
2213021010,FMIPA/Fisika dan Pengajaran IPA,2,0.43,0.0,1,0,3,"Kec. Munte, Kab. Karo, Prov. Sumatera Utara"
2213081003,FMIPA/Kimia,2,3.87,3.7,1,1,3,"Kec. Bittuang, Kab. Tana Toraja, Prov. Sulawesi Selatan"
2213081010,FMIPA/Kimia,2,3.73,0.0,7,0,3,"Kec. Denpasar Utara, Kab. Denpasar, Prov. Bali"
2213091002,FMIPA/Biologi dan Perikanan Kelautan,2,0.0,0.0,7,0,1,"Kec. Buleleng, Kab. Buleleng, Prov. Bali"
2213091003,FMIPA/Biologi dan Perikanan Kelautan,2,3.67,0.58,7,0,3,"Kec. Marga, Kab. Tabanan, Prov. Bali"
2213091016,FMIPA/Biologi dan Perikanan Kelautan,2,0.55,0.0,1,0,3,"Kec. Modung, Kab. Bangkalan, Prov. Jawa Timur"
2214031012,FHIS/Geografi,2,3.58,1.98,7,0,3,"Kec. Jatiasih, Kab. Bekasi, Prov. Jawa Barat"
2214041008,FHIS/Hukum dan Kewarganegaraan,2,3.55,3.77,7,1,3,"Kec. Wlingi, Kab. Blitar, Prov. Jawa Timur"
2214041038,FHIS/Hukum dan Kewarganegaraan,2,3.8,3.85,5,1,3,"Kec. Elar Selatan, Kab. Manggarai Timur, Prov. Nusa Tenggara Timur"
2214091027,FHIS/Sejarah Sosiologi dan Perpustakaan,2,3.59,3.7,7,1,3,"Kec. Merek, Kab. Karo, Prov. Sumatera Utara"
2214101151,FHIS/Hukum dan Kewarganegaraan,2,3.44,3.68,7,1,2,"Kec. Sukasada, Kab. Buleleng, Prov. Bali"
2214101162,FHIS/Hukum dan Kewarganegaraan,2,3.74,3.93,7,1,3,"Kec. Abang, Kab. Karang Asem, Prov. Bali"
2214101189,FHIS/Hukum dan Kewarganegaraan,2,2.58,3.41,6,1,2,"Kec. Gerokgak, Kab. Buleleng, Prov. Bali"
2215011002,FTK/Teknologi Industri,2,3.88,0.65,1,1,2,"Kec. Banjar, Kab. Buleleng, Prov. Bali"
2215011032,FTK/Teknologi Industri,2,1.4,0.0,1,1,2,"Kec. Banjar, Kab. Buleleng, Prov. Bali"
2215011042,FTK/Teknologi Industri,2,1.02,0.0,1,1,3,"Kec. Karangasem, Kab. Karang Asem, Prov. Bali"
2215011053,FTK/Teknologi Industri,2,3.48,1.63,5,1,3,"Kec. Langgudu, Kab. Bima, Prov. Nusa Tenggara Barat"
